Level	Date and Time	Source	Event ID	Task Category
Error	2020/06/07 00:25:33	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/06 21:22:47	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/06/06 21:22:40	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/06/06 21:16:59	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/06/06 21:15:43	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/06/06 21:14:33	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/06/06 21:12:52	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/06/06 20:57:03	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/06/06 19:21:52	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/06 12:46:55	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/06/06 11:27:52	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/06/06 10:56:50	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/06 09:19:13	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/06/06 08:31:27	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/06/06 08:29:19	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/06 03:00:18	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/05 23:11:03	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/05 14:22:16	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/05 12:53:40	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/05 04:34:34	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/05 01:34:31	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/04 22:27:41	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/04 22:12:16	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/06/04 22:02:57	Office 2016 Licensing Service	0	None	"The description for Event ID 0 from source Office 2016 Licensing Service cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Subscription licensing service failed: -2147467259
"
Error	2020/06/04 21:59:05	Application Error	1000	(100)	"Faulting application name: AdobeNotificationClient.exe, version: 4.9.0.484, time stamp: 0x5d0b467b
Faulting module name: AdobeNotificationClient.exe, version: 4.9.0.484, time stamp: 0x5d0b467b
Exception code: 0x80000003
Fault offset: 0x0000b311
Faulting process ID: 0x2940
Faulting application start time: 0x01d63aaa98fe1b07
Faulting application path: C:\Program Files\WindowsApps\AdobeNotificationClient_1.0.1.22_x86__enpm4xejd91yc\AdobeNotificationClient.exe
Faulting module path: C:\Program Files\WindowsApps\AdobeNotificationClient_1.0.1.22_x86__enpm4xejd91yc\AdobeNotificationClient.exe
Report ID: 29b2f66b-c36c-450a-ad1d-e10c14859464
Faulting package full name: AdobeNotificationClient_1.0.1.22_x86__enpm4xejd91yc
Faulting package-relative application ID: App"
Error	2020/06/04 21:58:16	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/06/04 21:57:46	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/06/04 21:57:24	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/06/04 21:56:08	Microsoft-Windows-CertificateServicesClient-CertEnroll	86	None	"SCEP Certificate enrollment initialization for WORKGROUP\DESKTOP-ONOT1F3$ via https://IFX-KeyId-32c6e576663fee80d64cdd7b18e5603863b3bc8a.microsoftaik.azure.net/templates/Aik/scep failed:

GetCACaps

Method: GET(16ms)
Stage: GetCACaps
The server name or address could not be resolved 0x80072ee7 (WinHttp: 12007 ERROR_WINHTTP_NAME_NOT_RESOLVED)"
Error	2020/06/04 21:56:06	Microsoft-Windows-CertificateServicesClient-CertEnroll	86	None	"SCEP Certificate enrollment initialization for WORKGROUP\DESKTOP-ONOT1F3$ via https://IFX-KeyId-32c6e576663fee80d64cdd7b18e5603863b3bc8a.microsoftaik.azure.net/templates/Aik/scep failed:

GetCACaps

Method: GET(31ms)
Stage: GetCACaps
The server name or address could not be resolved 0x80072ee7 (WinHttp: 12007 ERROR_WINHTTP_NAME_NOT_RESOLVED)"
Error	2020/06/04 21:55:55	Service Control Manager	7000	None	"The ImControllerService service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/06/04 21:55:51	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/04 21:55:49	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/06/04 21:55:53	EventLog	6008	None	The previous system shutdown at 01:29:25 on ‎04/‎06/‎2020 was unexpected.
Error	2020/06/03 14:59:07	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/06/03 14:45:07	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/06/03 14:44:37	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/06/03 14:44:21	Microsoft-Windows-CertificateServicesClient-CertEnroll	87	None	"SCEP Certificate enrollment for WORKGROUP\DESKTOP-ONOT1F3$ via https://IFX-KeyId-32c6e576663fee80d64cdd7b18e5603863b3bc8a.microsoftaik.azure.net/templates/Aik/scep failed:

SubmitDone
Submit(Request): Bad Request
{""Message"":""Attestation statement cannot be verified, rejecting request. TPM firmware needs update.""}
HTTP/1.1 400 Bad Request
Cache-Control: private
Date: Wed, 03 Jun 2020 12:44:18 GMT
Content-Length: 101
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: 1e063c11-900b-41c0-8845-4569bea622e4

Method: POST(6218ms)
Stage: SubmitDone
Bad request (400). 0x80190190 (-2145844848 HTTP_E_STATUS_BAD_REQUEST)"
Error	2020/06/03 14:44:10	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/06/03 14:43:55	Service Control Manager	7000	None	"The ImControllerService service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/06/03 14:43:51	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/03 14:43:48	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/06/03 05:07:17	volmgr	45	None	The system could not sucessfully load the crash dump driver.
Error	2020/06/03 05:07:17	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/02 21:00:10	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/02 13:22:04	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/02 11:46:22	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/02 04:32:33	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/01 22:28:55	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/01 20:42:19	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/01 13:30:53	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/01 12:22:27	Application Hang	1002	(101)	"The program SystemSettings.exe version 10.0.18362.628 stopped interacting with Windows and was closed. To see if more information about the problem is available, check the problem history in the Security and Maintenance control panel.
 Process ID: 3294
 Start Time: 01d634d340c53234
 Termination Time: 4294967295
 Application Path: C:\Windows\ImmersiveControlPanel\SystemSettings.exe
 Report Id: ee89e0aa-3fe6-4cdf-a2b7-36b075c31627
 Faulting package full name: windows.immersivecontrolpanel_10.0.2.1000_neutral_neutral_cw5n1h2txyewy
 Faulting package-relative application ID: microsoft.windows.immersivecontrolpanel
 Hang type: Quiesce
"
Error	2020/06/01 12:11:23	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/01 06:57:44	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/31 18:48:29	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/31 18:00:37	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/31 13:33:48	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/31 12:54:45	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/31 06:22:04	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/30 15:17:58	Application Error	1000	(100)	"Faulting application name: AdobeNotificationClient.exe, version: 4.9.0.484, time stamp: 0x5d0b467b
Faulting module name: AdobeNotificationClient.exe, version: 4.9.0.484, time stamp: 0x5d0b467b
Exception code: 0x80000003
Fault offset: 0x0000b311
Faulting process ID: 0x4c18
Faulting application start time: 0x01d63684bbb37aad
Faulting application path: C:\Program Files\WindowsApps\AdobeNotificationClient_1.0.1.22_x86__enpm4xejd91yc\AdobeNotificationClient.exe
Faulting module path: C:\Program Files\WindowsApps\AdobeNotificationClient_1.0.1.22_x86__enpm4xejd91yc\AdobeNotificationClient.exe
Report ID: 90513741-880c-4a73-849d-a822a3fcd369
Faulting package full name: AdobeNotificationClient_1.0.1.22_x86__enpm4xejd91yc
Faulting package-relative application ID: App"
Error	2020/05/30 15:17:09	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/30 13:43:52	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/30 10:50:41	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/30 06:07:01	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/30 01:42:49	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/30 00:17:28	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/29 22:20:36	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/29 21:21:57	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/29 18:10:21	Application Error	1000	(100)	"Faulting application name: AdobeNotificationClient.exe, version: 4.9.0.484, time stamp: 0x5d0b467b
Faulting module name: AdobeNotificationClient.exe, version: 4.9.0.484, time stamp: 0x5d0b467b
Exception code: 0x80000003
Fault offset: 0x0000b311
Faulting process ID: 0xf64
Faulting application start time: 0x01d6347580eb8a27
Faulting application path: C:\Program Files\WindowsApps\AdobeNotificationClient_1.0.1.22_x86__enpm4xejd91yc\AdobeNotificationClient.exe
Faulting module path: C:\Program Files\WindowsApps\AdobeNotificationClient_1.0.1.22_x86__enpm4xejd91yc\AdobeNotificationClient.exe
Report ID: ad39c478-1dec-44f9-81f0-35879e0c4423
Faulting package full name: AdobeNotificationClient_1.0.1.22_x86__enpm4xejd91yc
Faulting package-relative application ID: App"
Error	2020/05/29 18:08:47	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/29 04:58:05	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/29 01:57:31	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/28 23:45:14	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/28 23:44:50	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/28 23:44:50	Microsoft-Windows-NDIS	10317	PnP	Miniport Remote NDIS based Internet Sharing Device, {81f6eefe-1a98-4c9d-9de5-297a67adaa61}, had event Fatal error: The miniport has failed a power transition to operational power
Error	2020/05/28 23:44:47	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/28 21:53:19	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/28 20:46:35	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/28 20:45:44	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/28 12:41:09	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/28 12:19:22	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/28 11:27:08	Office 2016 Licensing Service	0	None	"The description for Event ID 0 from source Office 2016 Licensing Service cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Subscription licensing service failed: -2147467259
"
Error	2020/05/28 11:24:18	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/28 06:01:34	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/28 03:01:31	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/28 02:57:27	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/28 00:37:58	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/05/28 00:25:32	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/05/28 00:23:58	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/05/28 00:23:28	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/05/28 00:23:04	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/05/28 00:21:07	Microsoft-Windows-CertificateServicesClient-CertEnroll	87	None	"SCEP Certificate enrollment for WORKGROUP\DESKTOP-ONOT1F3$ via https://IFX-KeyId-32c6e576663fee80d64cdd7b18e5603863b3bc8a.microsoftaik.azure.net/templates/Aik/scep failed:

SubmitDone
Submit(Request): Bad Request
{""Message"":""Attestation statement cannot be verified, rejecting request. TPM firmware needs update.""}
HTTP/1.1 400 Bad Request
Cache-Control: private
Date: Wed, 27 May 2020 22:21:07 GMT
Content-Length: 101
Content-Type: application/json; charset=utf-8
x-ms-request-id: 144578ae-b354-48db-85de-e72960053ab0

Method: POST(5156ms)
Stage: SubmitDone
Bad request (400). 0x80190190 (-2145844848 HTTP_E_STATUS_BAD_REQUEST)"
Error	2020/05/28 00:20:54	Service Control Manager	7000	None	"The ImControllerService service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/05/28 00:20:50	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/28 00:20:49	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/28 00:20:26	Service Control Manager	7043	None	The Delivery Optimization service did not shut down properly after receiving a pre-shutdown control.
Error	2020/05/28 00:20:09	Service Control Manager	7043	None	The Background Intelligent Transfer Service service did not shut down properly after receiving a pre-shutdown control.
Error	2020/05/28 00:17:53	Service Control Manager	7034	None	The Connected User Experiences and Telemetry service terminated unexpectedly. It has done this 3 time(s).
Error	2020/05/28 00:17:43	Application Error	1000	(100)	"Faulting application name: svchost.exe_DiagTrack, version: 10.0.18362.1, time stamp: 0x32d6c210
Faulting module name: ntdll.dll, version: 10.0.18362.719, time stamp: 0x64d10ee0
Exception code: 0xcfffffff
Fault offset: 0x000000000009d1f4
Faulting process ID: 0x3484
Faulting application start time: 0x01d63472d2bde0a7
Faulting application path: C:\WINDOWS\System32\svchost.exe
Faulting module path: C:\WINDOWS\SYSTEM32\ntdll.dll
Report ID: 3c61d7af-52f6-4c8e-9093-1111b67d8a8f
Faulting package full name: 
Faulting package-relative application ID: "
Error	2020/05/28 00:13:16	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/05/28 00:11:04	Microsoft-Windows-DistributedCOM	10010	None	The server {4991D34B-80A1-4291-83B6-3328366B9097} did not register with DCOM within the required timeout.
Error	2020/05/28 00:10:42	Microsoft-Windows-DistributedCOM	10010	None	The server microsoft.windowscommunicationsapps_16005.12527.20258.0_x64__8wekyb3d8bbwe!microsoft.windowslive.calendar.AppXwkn9j84yh1kvnt49k5r8h6y1ecsv09hs.mca did not register with DCOM within the required timeout.
Error	2020/05/28 00:09:01	Microsoft-Windows-DistributedCOM	10010	None	The server {4991D34B-80A1-4291-83B6-3328366B9097} did not register with DCOM within the required timeout.
Error	2020/05/28 00:04:12	Service Control Manager	7031	None	The Connected User Experiences and Telemetry service terminated unexpectedly. It has done this 2 time(s). The following corrective action will be taken in 30000 milliseconds: Restart the service.
Error	2020/05/28 00:03:48	Microsoft-Windows-DistributedCOM	10010	None	The server microsoft.windowscommunicationsapps_16005.12527.20258.0_x64__8wekyb3d8bbwe!microsoft.windowslive.mail did not register with DCOM within the required timeout.
Error	2020/05/28 00:02:00	Microsoft-Windows-DistributedCOM	10010	None	The server microsoft.windowscommunicationsapps_16005.12527.20258.0_x64__8wekyb3d8bbwe!microsoft.windowslive.calendar.AppXwkn9j84yh1kvnt49k5r8h6y1ecsv09hs.mca did not register with DCOM within the required timeout.
Error	2020/05/28 00:01:25	Application Error	1000	(100)	"Faulting application name: svchost.exe_DiagTrack, version: 10.0.18362.1, time stamp: 0x32d6c210
Faulting module name: ntdll.dll, version: 10.0.18362.719, time stamp: 0x64d10ee0
Exception code: 0xcfffffff
Fault offset: 0x000000000009d1f4
Faulting process ID: 0x494
Faulting application start time: 0x01d634708beac42e
Faulting application path: C:\WINDOWS\System32\svchost.exe
Faulting module path: C:\WINDOWS\SYSTEM32\ntdll.dll
Report ID: 7bc89e76-350a-4511-8053-71e5622b1e4e
Faulting package full name: 
Faulting package-relative application ID: "
Error	2020/05/27 23:47:54	Service Control Manager	7031	None	The Connected User Experiences and Telemetry service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 30000 milliseconds: Restart the service.
Error	2020/05/27 23:47:43	Application Error	1000	(100)	"Faulting application name: svchost.exe_DiagTrack, version: 10.0.18362.1, time stamp: 0x32d6c210
Faulting module name: ntdll.dll, version: 10.0.18362.719, time stamp: 0x64d10ee0
Exception code: 0xcfffffff
Fault offset: 0x000000000009d1f4
Faulting process ID: 0xf78
Faulting application start time: 0x01d6338ccb0978ba
Faulting application path: C:\WINDOWS\System32\svchost.exe
Faulting module path: C:\WINDOWS\SYSTEM32\ntdll.dll
Report ID: 1c2d06c1-b190-4990-acea-9a0b25e0fa56
Faulting package full name: 
Faulting package-relative application ID: "
Error	2020/05/27 23:45:07	Application Hang	1002	(101)	"The program MicrosoftEdge.exe version 11.0.18362.719 stopped interacting with Windows and was closed. To see if more information about the problem is available, check the problem history in the Security and Maintenance control panel.
 Process ID: 25a4
 Start Time: 01d633b2bc087925
 Termination Time: 4294967295
 Application Path: C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdge.exe
 Report Id: e0ee2090-b625-4d33-a468-d337b58de284
 Faulting package full name: Microsoft.MicrosoftEdge_44.18362.449.0_neutral__8wekyb3d8bbwe
 Faulting package-relative application ID: MicrosoftEdge
 Hang type: Cross-process
"
Error	2020/05/27 23:44:25	Microsoft-Windows-DistributedCOM	10010	None	The server microsoft.windowscommunicationsapps_16005.12527.20258.0_x64__8wekyb3d8bbwe!microsoft.windowslive.mail did not register with DCOM within the required timeout.
Error	2020/05/27 23:40:28	Microsoft-Windows-DistributedCOM	10010	None	The server microsoft.windowscommunicationsapps_16005.12527.20258.0_x64__8wekyb3d8bbwe!microsoft.windowslive.calendar.AppXwkn9j84yh1kvnt49k5r8h6y1ecsv09hs.mca did not register with DCOM within the required timeout.
Error	2020/05/27 23:37:11	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/27 15:17:52	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/27 15:03:08	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/27 13:57:24	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/27 12:23:32	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/27 11:17:33	Office 2016 Licensing Service	0	None	"The description for Event ID 0 from source Office 2016 Licensing Service cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Subscription licensing service failed: -2147467259
"
Error	2020/05/27 11:14:45	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/27 04:13:07	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/27 00:46:04	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/26 23:34:00	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/26 23:33:55	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/26 23:33:50	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/26 23:33:46	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/26 23:32:35	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/26 23:01:57	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/26 23:01:52	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/26 22:54:03	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/26 22:53:59	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/26 22:53:45	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/26 22:50:07	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/26 22:50:03	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/26 22:20:56	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/26 20:54:25	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/05/26 20:41:40	Microsoft-Windows-RestartManager	10006	None	Application or service 'OpenJDK Platform binary' could not be shut down.
Error	2020/05/26 20:40:25	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/05/26 20:39:55	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/05/26 20:39:27	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/05/26 20:38:18	Microsoft-Windows-CertificateServicesClient-CertEnroll	87	None	"SCEP Certificate enrollment for WORKGROUP\DESKTOP-ONOT1F3$ via https://IFX-KeyId-32c6e576663fee80d64cdd7b18e5603863b3bc8a.microsoftaik.azure.net/templates/Aik/scep failed:

SubmitDone
Submit(Request): Bad Request
{""Message"":""Attestation statement cannot be verified, rejecting request. TPM firmware needs update.""}
HTTP/1.1 400 Bad Request
Cache-Control: private
Date: Tue, 26 May 2020 18:38:17 GMT
Content-Length: 101
Content-Type: application/json; charset=utf-8
x-ms-request-id: 99e6ac43-ab6d-45c5-b2c3-521ef66b9a03

Method: POST(6172ms)
Stage: SubmitDone
Bad request (400). 0x80190190 (-2145844848 HTTP_E_STATUS_BAD_REQUEST)"
Error	2020/05/26 20:38:04	Service Control Manager	7000	None	"The ImControllerService service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/05/26 20:38:00	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/05/26 20:37:59	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/05/26 20:33:32	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/05/26 20:19:32	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/05/26 20:19:02	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/05/26 20:18:42	Microsoft-Windows-CertificateServicesClient-CertEnroll	87	None	"SCEP Certificate enrollment for WORKGROUP\DESKTOP-ONOT1F3$ via https://IFX-KeyId-32c6e576663fee80d64cdd7b18e5603863b3bc8a.microsoftaik.azure.net/templates/Aik/scep failed:

SubmitDone
Submit(Request): Bad Request
{""Message"":""Attestation statement cannot be verified, rejecting request. TPM firmware needs update.""}
HTTP/1.1 400 Bad Request
Cache-Control: private
Date: Tue, 26 May 2020 18:18:41 GMT
Content-Length: 101
Content-Type: application/json; charset=utf-8
x-ms-request-id: d155efd7-f9b7-4274-9120-17d8d98d3c93

Method: POST(12782ms)
Stage: SubmitDone
Bad request (400). 0x80190190 (-2145844848 HTTP_E_STATUS_BAD_REQUEST)"
Error	2020/05/26 20:18:34	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/05/26 20:18:16	Service Control Manager	7000	None	"The ImControllerService service failed to start due to the following error: 
The system cannot find the file specified."
